1593,135397
1593,12144
1593,105864
10193,862
10193,38757
10193,72105
10193,214756
10193,10895
57800,425
57800,17610
57800,30505
57800,10567
57800,18905
43074,620
43074,4011
43074,91586
43074,416234
43074,49017
400579,2758
400579,10054
400579,277216
400579,425
400579,111
370567,540620
370567,10705
370567,297708
370567,10688
370567,42605
278154,425
278154,17610
278154,387592
278154,49519
278154,18905
399170,949
399170,298
399170,9654
399170,291805
399170,489931
18360,1593
18360,863
18360,181533
18360,38055
18360,44826
8355,329
8355,351286
8355,15997
8355,12144
8355,105864
224141,10882
224141,11224
224141,808
224141,809
224141,150689
112160,14
112160,449176
112160,53932
112160,117486
112160,86331
310,311
310,604
310,9946
310,335778
310,6557
218746,52449
218746,400928
218746,118
218746,449176
218746,11036
818,817
818,955
818,608
818,238713
818,954
8961,306
8961,96
8961,9737
8961,1572
8961,562
301337,604
301337,605
301337,500664
301337,335984
301337,180
10555,62177
10555,109445
10555,127380
10555,297762
10555,578
2770,17899
2770,8363
2770,22705
2770,11129
2770,106646
950,425
950,435
950,7840
950,387893
225886,87567
225886,290762
225886,49519
225886,11224
225886,38
19913,50544
19913,38
19913,862
19913,398818
19913,489
353616,254470
353616,114150
353616,335797
353616,354912
353616,419478
260514,335797
260514,258509
260514,9986
260514,9598
260514,9447
127380,9479
127380,12
127380,10555
127380,920
127380,38055
77338,290762
77338,68718
77338,19913
77338,13
77338,862
41154,348
41154,602
41154,126889
41154,20424
41154,840
787,1620
787,249070
787,6637
787,956
787,667
100042,290762
100042,13
100042,920
100042,862
100042,19913
337170,8961
337170,137094
337170,254904
337170,954
337170,955
350,65754
350,8966
350,2501
350,449176
350,466282
49519,425
49519,387592
49519,98
49519,8392
49519,278154
325133,17899
325133,195589
325133,19053
325133,179144
325133,12620
324852,93456
324852,10140
324852,36819
324852,20352
324852,270946
340022,562
340022,1571
340022,1572
340022,8961
340022,2502
9880,449176
9880,50479
9880,286565
9880,272693
9880,308369
71552,843
71552,1440
71552,14
71552,112160
71552,787
10527,9732
10527,11430
10527,8393
10527,9904
10527,363676
138832,4771
138832,339692
138832,429733
138832,398181
138832,273481
257445,767
257445,671
257445,674
257445,68728
257445,672
502682,451480
502682,5951
502682,448514
502682,125255
13053,9325
13053,10948
13053,927
13053,11886
13053,2698
810,10191
810,809
810,10882
810,808
810,71805
82693,14313
82693,417678
82693,286565
82693,272693
82693,510
116149,10140
116149,278927
116149,34584
116149,281957
116149,411
50544,1903
50544,19913
50544,38
50544,862
50544,290762
41630,55721
41630,862
41630,13
41630,290762
41630,68718
193893,4771
193893,86838
193893,473149
193893,14043
193893,90
271718,325133
271718,195589
271718,510
271718,378018
271718,10312
120467,311
120467,539
120467,843
120467,3021
120467,132344
364689,920
364689,6477
364689,2503
364689,126319
364689,201676
268531,400928
268531,346364
268531,406997
268531,52449
268531,118
503619,14
503619,419430
503619,402897
503619,109414
503619,11974
210860,101299
210860,336843
210860,281957
210860,411
210860,671
51540,398181
51540,557
51540,45269
51540,340837
51540,337674
474335,2300
474335,13260
474335,114887
474335,489593
474335,265330
114150,254470
114150,55721
114150,290762
114150,460019
114150,6477
80321,10527
80321,10258
80321,270946
80321,9836
80321,953
38055,9806
38055,809
38055,127380
38055,787
38055,155
11130,400617
11130,4974
11130,13
11130,812
11130,11224
4247,22705
4247,429733
4247,339692
4247,238636
4247,398181
418827,53932
418827,10068
418827,345
418827,405817
418827,28468
238713,954
238713,955
238713,818
238713,302699
238713,27576
228967,954
228967,955
228967,47964
228967,254904
228967,137094
747,19908
747,170
747,72190
747,336843
747,294254
10625,272693
10625,89185
10625,449176
10625,9880
10625,511785
9522,6557
9522,50124
9522,24
9522,87567
9522,159824
10192,808
10192,809
10192,810
10192,10882
10192,14442
19908,336843
19908,72190
19908,280
19908,1571
19908,294254
203801,27576
203801,691
203801,954
203801,36669
203801,37724
7443,1368
7443,708
7443,107846
7443,1701
7443,5925
399796,325133
399796,49519
399796,114150
399796,10760
399796,12620
4638,4771
4638,1696
4638,1949
4638,75780
4638,984
302699,954
302699,27576
302699,691
302699,955
302699,956
454283,1562
454283,105
454283,68718
454283,16314
454283,18885
400928,52449
400928,10830
400928,35052
400928,437670
400928,14069
140300,9502
140300,808
140300,10140
140300,10191
140300,604
511785,449176
511785,400547
511785,184352
511785,11000
511785,376867
290762,370663
290762,1267
290762,11224
290762,13
290762,38
399725,449176
399725,184352
399725,383526
399725,26280
399725,511785
195589,325133
195589,179144
195589,8363
195589,49519
195589,19053
11688,10144
11688,809
11688,10882
11688,810
11688,10020
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
353069,11395
353069,8871
353069,9479
353069,17979
353069,9279
50022,4771
50022,11423
50022,26390
50022,193893
50022,15069
9339,82703
9339,924
9339,2044
9339,263109
9339,1597
339967,458737
339967,927
339967,51876
339967,588
339967,928
6477,920
6477,10191
6477,364689
6477,290762
6477,6575
392,11631
392,745
392,293768
392,601
392,425
227159,8067
227159,562
227159,1571
227159,10694
227159,483
318846,106646
318846,769
318846,424
318846,640
318846,316029
38357,300693
38357,988
38357,16363
38357,13812
38357,12239
39514,254904
39514,954
39514,955
39514,47964
39514,137094
257211,273153
257211,11631
257211,437557
257211,370663
257211,297762
88751,351286
88751,667
88751,671
88751,674
88751,10140
541988,620
541988,91586
541988,4011
541988,416234
541988,372058
346648,411
346648,278927
346648,2454
346648,281957
346648,118
87567,225886
87567,290762
87567,150117
87567,49524
87567,13
194,49519
194,707
194,116711
194,1278
194,8195
122906,13
122906,118
122906,72105
122906,141
122906,290762
1597,956
1597,138103
1597,1979
1597,1281
1597,74
402897,14
402897,419430
402897,300671
402897,181283
402897,563
170522,11047
170522,9564
170522,9318
170522,480896
22794,1593
22794,158852
22794,181533
22794,411
22794,105
253344,94666
253344,26976
7446,258489
7446,14
7446,856
7446,509
7446,74643
371638,8966
371638,769
371638,424
371638,449176
371638,466282
413857,357096
413857,15069
413857,133805
413857,10781
413857,238636
7518,281957
7518,11886
7518,10010
7518,7484
7518,10808
22538,359784
22538,16129
22538,9958
22538,42542
22538,49332
431530,11395
431530,13673
431530,10872
431530,8871
431530,9479
35056,473149
35056,639
35056,241239
35056,2142
35056,41210
27022,808
27022,10882
27022,34584
27022,671
27022,672
46195,172385
46195,9325
46195,278927
46195,15969
46195,14873
4258,957
4258,808
4258,181808
4258,14
4258,185
200727,51828
200727,449176
200727,281957
200727,417678
200727,333339
382591,118
382591,11631
382591,433
382591,6637
382591,260513
196867,11224
196867,9325
196867,224141
196867,150689
196867,15157
445583,264660
445583,9552
445583,1250
445583,686
445583,8967
27573,10159
27573,922
27573,11942
27573,335
27573,78
11430,150689
11430,10527
11430,810
11430,9732
11430,2270
188222,862
188222,68718
188222,627
188222,270487
188222,109414
463053,364689
463053,290762
463053,62211
463053,188222
463053,1267
436931,81
436931,8392
436931,129
436931,601
436931,10515
49524,9654
49524,44147
49524,238636
49524,210577
49524,75780
324849,141052
324849,1452
324849,1924
324849,8536
324849,379291
7453,299687
7453,101299
7453,336843
7453,126889
7453,644
22970,460885
22970,17609
22970,98568
22970,11298
22970,449535
256961,324668
256961,298
256961,137093
256961,36557
256961,18785
74465,449176
74465,286565
74465,272693
74465,1259
74465,13
172385,46195
172385,258489
172385,390062
172385,9352
172385,10159
543694,82693
543694,381288
543694,44214
543694,453
543694,550
171274,769
171274,8966
171274,449176
171274,466282
171274,222935
487702,10625
487702,272693
487702,449176
487702,9880
487702,19840
77875,39254
77875,9291
77875,1440
77875,227306
77875,11770
4256,40264
4256,5060
4256,4258
4256,3034
4256,8005
65057,1597
65057,12634
65057,11846
65057,3309
65057,352501
9291,73
9291,348893
9291,107846
9291,7859
9291,4985
43347,1024
43347,290762
43347,24420
43347,1259
43347,13
10054,425
10054,393
10054,745
10054,177572
10054,955
254320,119450
254320,76341
254320,198663
254320,280
254320,131631
9836,270946
9836,11224
9836,127380
9836,335797
9836,10527
223702,325133
223702,195589
223702,12593
223702,8363
223702,17899
62764,290595
62764,58595
62764,672
62764,673
62764,674
9352,8363
9352,17899
9352,2108
9352,449176
9352,112160
10947,11887
10947,13649
10947,313369
10947,74018
10947,2108
11887,10947
11887,308369
11887,13649
11887,2105
11887,449176
107985,274855
107985,14161
107985,475210
107985,68726
107985,158852
16996,10625
16996,272693
16996,449176
16996,511785
16996,37725
10184,8390
10184,38
10184,290762
10184,261470
10184,11224
49013,270946
49013,920
49013,177572
49013,12
49013,585
249635,49017
249635,228150
249635,395991
249635,62177
249635,9502
334533,2062
334533,43923
334533,284276
334533,343
334533,590
339404,585
339404,272
339404,1124
339404,20352
339404,105
136799,109445
136799,122
136799,32685
136799,35614
136799,60304
9023,326359
9023,13933
9023,145316
9023,504492
9023,13246
10201,8467
10201,59861
10201,65851
10201,9448
10201,26275
1267,290762
1267,87101
1267,673
1267,41154
1267,62211
460793,9479
460793,150540
460793,812
460793,8871
460793,927
37735,14671
37735,449176
37735,9880
37735,10625
37735,121875
109451,2062
109451,3034
109451,126889
109451,399055
109451,22794
342878,13
342878,49519
342878,290762
342878,38
342878,72105
11282,277216
11282,19908
11282,10189
11282,773
11282,303991
1969,281957
1969,31283
1969,507
1969,238636
1969,177572
12153,8961
12153,96
12153,1572
12153,562
12153,11565
146216,954
146216,657
146216,667
146216,137094
146216,707
425980,402897
425980,14
425980,96936
425980,419430
425980,185
433310,41154
433310,206487
433310,105
433310,673
433310,383498
8321,101
8321,949
8321,680
8321,78
8321,154400
538604,437029
538604,286538
538604,508747
188161,196
188161,2105
188161,8467
188161,157336
188161,353491
8363,17899
8363,449176
8363,15037
8363,193893
8363,11355
1584,89185
1584,10947
1584,11887
1584,525
1584,2108
137106,1452
137106,1924
137106,8536
137106,13640
137106,49521
11774,44826
11774,2268
11774,20352
11774,157350
11774,411
50647,10654
50647,13
50647,86
50647,73881
50647,345
14306,562
14306,101299
14306,281957
14306,336843
14306,411
11619,699
11619,646
11619,657
11619,667
11619,253
44896,298
44896,324668
44896,524
44896,137093
44896,8065
22705,50124
22705,27066
22705,14174
22705,2770
22705,55580
18240,9813
18240,11631
18240,437557
18240,297762
18240,5915
9472,49524
9472,77875
9472,348893
9472,13374
9472,9955
137116,20352
137116,150540
137116,585
137116,62211
137116,44214
429733,15069
429733,357096
429733,445954
429733,4771
429733,1572
437670,400547
437670,52449
437670,8841
437670,400928
437670,118
544784,81
544784,507562
544784,8392
544784,129
544784,10515
39513,602
39513,20424
39513,348
39513,601
39513,607
507143,10625
507143,272693
507143,89185
507143,4951
507143,449176
4257,620
4257,91586
4257,11544
4257,4011
4257,416234
10591,272693
10591,10625
10591,449176
10591,9880
10591,511785
46838,10781
46838,9373
46838,12521
46838,238636
46838,22804
64688,193893
64688,359412
64688,90
64688,75780
64688,187017
9506,204922
9506,1927
9506,12220
9506,687
9506,508856
441583,525906
441583,453064
441583,446181
441583,358195
441583,498819
187017,10625
187017,272693
187017,449176
187017,9880
187017,19840
272693,449176
272693,286565
272693,308369
272693,9880
272693,1259
5559,325133
5559,744
5559,363676
5559,813
5559,676
308531,1724
308531,49521
308531,209112
308531,98566
308531,99861
9928,198184
9928,2048
9928,87101
9928,157336
9928,605
258509,335797
258509,260514
258509,116149
258509,6477
258509,12
15165,224141
15165,11224
15165,38757
15165,10020
15165,9479
308369,449176
308369,84892
308369,272693
308369,10229
308369,157386
38365,290762
38365,862
38365,13
38365,585
38365,19913
6957,10995
6957,112160
6957,10246
6957,2770
6957,41280
397422,13
397422,862
397422,19913
397422,68718
397422,72105
364433,141052
364433,155
364433,49521
364433,1452
364433,1924
228161,348
228161,126889
228161,157336
228161,19995
228161,286217
296099,11153
296099,19908
296099,329
296099,135397
296099,543694
9919,38
9919,1273
9919,796
9919,18
9919,261470
342473,10545
342473,20352
342473,11224
342473,9325
342473,313369
239563,290762
239563,44564
239563,19913
239563,13
239563,862
17610,425
17610,35002
17610,3591
17610,62204
17610,387592
